	passenger_count	trip_distance	total_amount
3296	3	2.04	12.8
3297	1	1.2	13.55
3298	1	1.66	11.62
3299	1	1.79	15.05
3300	1	6.0	40.56
3301	1	0.9	9.3
3302	1	5.37	26.39
3303	1	2.2	10.3
3304	1	2.36	17.76
3305	1	0.7	7.85
3306	6	2.29	17.76
3307	1	14.2	53.34
3308	6	1.96	10.8
3309	1	0.74	12.8
3310	2	0.48	5.3
3311	6	0.84	14.76
3312	1	1.1	9.3
3313	1	1.76	11.76
3314	1	0.56	7.3
3315	1	2.1	10.56
3316	3	0.52	4.8
3317	1	1.36	9.36
3318	1	1.0	9.3
3319	6	1.03	11.16
3320	1	0.89	7.3
3321	1	2.09	13.3
3322	1	4.7	19.8
3323	1	32.1	162.39
3324	1	9.6	55.42
3325	2	3.98	14.8
3326	1	1.09	6.8
3327	1	1.0	8.3
3328	1	1.5	11.75
3329	1	5.0	18.3
3330	6	0.66	11.8
3331	1	3.67	23.79
3332	1	1.2	8.8
3333	5	9.15	51.41
3334	2	4.1	22.3
3335	5	1.94	13.8
3336	1	1.62	14.69
3337	5	1.41	11.8
3338	1	2.5	19.3
3339	1	2.6	13.3
3340	1	1.7	17.16
3341	1	1.98	15.3
3342	5	1.1	8.76
3343	1	1.98	12.36
3344	1	13.19	47.8
3345	1	0.84	9.75
3346	5	1.51	13.8
3347	1	1.08	15.34
3348	1	2.5	18.36
3349	1	1.6	12.3
3350	1	19.9	58.34
3351	1	1.5	7.3
3352	1	12.09	42.3
3353	2	0.8	8.75
3354	1	0.42	6.36
3355	1	1.7	11.3
3356	3	7.28	28.0
3357	1	0.8	7.8
3358	1	1.5	9.8
3359	1	1.82	12.36
3360	1	0.9	13.5
3361	1	0.73	10.56
3362	1	1.45	7.3
3363	6	1.17	7.3
3364	1	0.73	6.36
3365	1	0.34	5.3
3366	1	1.9	13.8
3367	1	0.39	5.3
3368	3	1.62	12.3
3369	2	0.64	6.8
3370	1	1.27	12.74
3371	6	3.05	19.8
3372	1	1.79	11.3
3373	1	1.98	18.36
3374	1	2.2	19.8
3375	1	0.7	12.8
3376	1	5.0	24.3
3377	1	0.56	6.36
3378	2	1.5	9.3
3379	1	1.48	10.3
3380	1	3.7	19.55
3381	1	1.4	15.0
3382	1	0.8	7.3
3383	2	2.3	24.75
3384	1	0.57	5.76
3385	1	2.39	20.8
3386	1	1.4	12.95
3387	1	1.72	14.3
3388	2	1.33	9.8
3389	1	1.1	8.3
3390	1	9.8	50.19
3391	1	1.51	13.56
3392	1	1.4	9.3
3393	1	1.8	14.75
3394	1	4.46	20.16
3395	2	0.86	8.16
3396	1	3.2	21.3
3397	1	0.81	6.3
3398	1	0.56	5.76
3399	1	1.7	18.3
3400	2	3.0	16.8
3401	1	3.54	25.3
3402	1	2.2	14.3
3403	3	1.69	12.36
3404	1	1.8	8.3
3405	5	0.92	7.3
3406	2	27.35	83.8
3407	1	4.4	24.8
3408	5	15.08	59.21
3409	1	17.45	58.34
3410	1	0.69	8.3
3411	1	2.0	10.3
3412	1	1.89	14.75
3413	2	2.3	19.1
3414	3	5.1	21.3
3415	1	1.05	13.5
3416	1	1.35	13.3
3417	1	1.3	10.3
3418	1	5.6	19.3
3419	1	1.9	10.8
3420	3	1.1	9.3
3421	6	1.25	10.56
3422	1	0.5	6.8
3423	1	1.6	17.02
3424	1	1.4	12.3
3425	1	0.8	8.5
3426	2	1.74	10.8
3427	1	2.2	10.3
3428	2	18.0	58.34
3429	1	1.75	16.62
3430	1	1.7	14.75
3431	1	4.54	24.12
3432	1	0.81	6.8
3433	2	0.57	5.3
3434	1	1.12	9.96
3435	5	1.58	17.16
3436	1	5.7	29.76
3437	1	1.67	8.8
3438	1	4.69	24.3
3439	1	0.2	4.8
3440	1	0.7	9.3
3441	2	5.4	32.85
3442	1	1.4	10.3
3443	1	0.73	7.8
3444	1	5.3	21.8
3445	1	1.19	11.76
3446	2	1.7	14.8
3447	1	3.6	17.16
3448	1	0.65	7.3
3449	1	8.6	31.3
3450	1	2.2	11.8
3451	1	1.5	22.55
3452	1	1.9	17.25
3453	6	3.35	22.56
3454	1	1.0	9.8
3455	1	1.5	14.0
3456	1	2.96	25.8
3457	2	3.3	16.8
3458	1	1.7	12.35
3459	1	1.25	9.0
3460	1	5.0	35.16
3461	1	2.95	20.3
3462	1	5.7	32.85
3463	1	2.3	13.3
3464	4	2.37	15.3
3465	1	1.51	12.96
3466	2	0.65	6.3
3467	1	0.8	10.8
3468	1	0.4	5.15
3469	1	1.1	7.8
3470	1	0.9	10.0
3471	4	10.6	43.52
3472	2	5.91	23.5
3473	1	1.0	6.8
3474	1	0.4	7.25
3475	1	2.0	15.36
3476	1	1.1	9.3
3477	6	4.16	15.8
3478	1	2.18	11.8
3479	1	1.1	16.55
3480	1	2.0	17.16
3481	1	1.6	11.8
3482	1	3.9	20.37
3483	2	10.52	41.34
3484	2	1.4	12.8
3485	3	1.78	12.36
3486	1	0.7	6.93
3487	6	2.28	17.76
3488	1	1.0	11.0
3489	1	0.64	5.3
3490	2	2.2	23.75
3491	1	0.5	5.8
3492	1	3.5	26.75
3493	1	2.08	16.3
3494	1	1.37	11.8
3495	1	1.76	10.8
3496	1	1.1	8.8
3497	1	12.39	54.84
3498	1	2.1	24.75
3499	6	1.05	11.8
3500	1	6.0	30.3
3501	6	0.95	10.3
3502	6	1.03	7.56
3503	1	1.81	17.8
3504	1	0.7	6.8
3505	1	1.67	9.3
3506	1	0.4	4.8
3507	2	0.2	4.8
3508	1	1.1	14.16
3509	1	2.1	12.35
3510	1	0.56	5.3
3511	3	0.73	6.96
3512	1	2.8	15.35
3513	1	2.35	14.76
3514	1	1.0	6.3
3515	1	2.0	12.95
3516	1	1.4	10.3
3517	1	2.5	14.3
3518	5	4.95	19.0
3519	1	4.4	22.8
3520	5	1.64	11.16
3521	2	1.03	10.3
3522	1	1.1	11.15
3523	2	1.69	12.96
3524	2	2.0	20.75
3525	1	0.41	11.16
3526	1	4.5	20.3
3527	5	1.18	9.96
3528	6	0.94	9.36
3529	1	3.24	23.8
3530	1	7.4	37.55
3531	1	10.76	52.01
3532	1	0.34	5.76
3533	2	4.72	24.96
3534	1	1.8	13.8
3535	2	15.8	52.8
3536	1	10.0	48.54
3537	1	0.9	14.15
3538	1	3.7	17.8
3539	1	15.12	50.8
3540	1	1.1	9.3
3541	2	0.72	11.3
3542	1	4.0	18.35
3543	1	2.04	10.8
3544	1	1.6	15.8
3545	1	2.39	18.36
3546	1	0.58	6.62
3547	1	0.9	8.75
3548	1	1.78	19.56
3549	1	0.8	11.3
3550	1	22.3	58.34
3551	1	3.0	17.75
3552	1	1.87	23.5
3553	6	2.98	25.38
3554	1	0.61	8.8
3555	1	0.59	6.96
3556	1	2.4	18.95
3557	2	1.74	17.88
3558	1	2.1	20.75
3559	1	2.3	13.3
3560	6	1.95	18.96
3561	1	0.9	8.3
3562	1	12.01	42.8
3563	6	2.0	10.8
3564	1	2.39	16.3
3565	2	1.2	10.55
3566	2	11.1	54.79
3567	1	1.46	11.8
3568	1	2.3	11.3
3569	1	2.01	9.3
3570	1	0.58	6.8
3571	1	1.76	15.96
3572	2	1.94	13.3
3573	1	1.6	13.3
3574	5	2.04	18.36
3575	1	10.99	54.8
3576	1	2.14	13.3
3577	1	1.1	9.96
3578	1	2.77	18.0
3579	6	0.91	6.8
3580	1	2.7	15.8
3581	3	1.33	11.3
3582	1	2.4	16.0
3583	1	1.48	11.16
3584	1	1.3	11.8
3585	2	22.2	58.34
3586	1	1.82	11.3
3587	1	5.77	24.36
3588	1	1.0	8.8
3589	1	1.6	17.88
3590	1	2.76	27.88
3591	1	2.0	13.8
3592	1	1.39	9.8
3593	2	4.24	16.8
3594	1	1.34	11.3
3595	5	0.63	6.3
3596	1	0.8	5.8
3597	1	0.5	5.55
3598	1	0.69	7.25
3599	1	1.2	11.3
3600	5	2.42	12.3
3601	1	1.1	7.8
3602	2	0.96	12.96
3603	4	0.97	10.3
3604	1	1.11	17.88
3605	5	4.83	26.16
3606	1	18.3	69.99
3607	1	2.3	14.75
3608	1	0.7	9.36
3609	1	1.3	9.95
3610	1	6.0	38.75
3611	1	1.04	7.8
3612	1	1.48	12.09
3613	1	1.9	15.8
3614	1	4.8	21.3
3615	4	1.81	13.56
3616	1	0.6	7.8
3617	1	0.99	12.96
3618	1	0.77	9.3
3619	3	4.05	24.3
3620	1	2.31	16.8
3621	1	3.41	20.3
3622	1	0.73	5.8
3623	1	1.5	21.0
3624	1	0.6	10.3
3625	1	2.27	11.3
3626	1	11.4	59.79
3627	1	1.5	20.15
3628	1	2.7	15.8
3629	1	3.39	25.56
3630	1	1.1	11.0
3631	1	0.4	5.3
3632	1	0.96	9.96
3633	1	3.5	27.3
3634	1	1.44	12.09
3635	1	1.92	10.8
3636	1	1.47	13.3
3637	1	6.5	41.8
3638	1	2.2	12.8
3639	1	5.6	28.3
3640	2	10.42	50.21
3641	1	1.79	20.76
3642	5	1.91	15.96
3643	1	2.1	18.96
3644	1	4.77	21.96
3645	1	1.08	14.16
3646	2	6.2	23.0
3647	1	2.71	15.96
3648	1	2.89	19.3
3649	1	0.0	72.96
3650	1	9.8	38.84
3651	1	0.7	7.55
3652	5	4.71	26.0
3653	1	0.71	4.8
3654	1	0.75	8.76
3655	1	2.2	15.96
3656	5	0.61	8.19
3657	6	1.74	13.8
3658	1	0.69	7.3
3659	1	1.09	7.3
3660	3	1.55	13.56
3661	1	1.11	9.5
3662	1	2.25	11.8
3663	1	0.63	9.3
3664	1	3.3	26.62
3665	1	0.9	9.3
3666	1	1.2	17.15
3667	1	0.39	5.3
3668	1	0.65	7.8
3669	1	0.7	5.3
3670	1	1.11	8.16
3671	1	0.9	7.3
3672	3	2.2	13.3
3673	1	1.73	11.3
3674	1	1.9	20.76
3675	1	0.9	10.35
3676	1	3.66	17.8
3677	4	5.6	20.3
3678	1	0.6	5.3
3679	1	1.5	11.3
3680	1	2.0	11.8
3681	1	1.09	12.3
3682	1	2.11	15.8
3683	1	3.6	23.16
3684	1	1.1	11.3
3685	1	0.7	7.8
3686	1	0.78	7.3
3687	1	10.05	50.21
3688	2	1.3	14.8
3689	1	1.0	8.3
3690	1	3.07	14.3
3691	3	3.07	15.8
3692	1	5.8	30.8
3693	1	5.6	24.8
3694	1	0.97	9.36
3695	1	0.7	10.3
3696	1	2.2	17.3
3697	1	1.97	14.3
3698	1	0.51	5.8
3699	2	8.48	39.96
3700	6	2.84	16.8
3701	1	1.1	12.3
3702	1	0.6	6.8
3703	1	10.75	33.3
3704	1	1.49	16.3
3705	1	1.7	12.8
3706	1	1.15	8.8
3707	1	0.8	5.8
3708	1	2.39	12.8
3709	1	1.8	18.95
3710	1	0.88	7.8
3711	1	1.4	11.8
3712	6	1.22	10.56
3713	1	4.23	23.79
3714	2	1.59	11.3
3715	4	2.57	15.96
3716	1	3.5	28.8
3717	1	0.73	8.8
3718	1	0.6	5.3
3719	1	1.22	7.3
3720	1	0.9	8.8
3721	5	0.97	10.56
3722	1	0.5	7.8
3723	1	0.93	12.36
3724	5	1.28	12.3
3725	2	0.8	8.3
3726	6	4.11	18.8
3727	1	1.24	13.56
3728	1	0.5	6.35
3729	2	12.1	38.8
3730	1	0.77	7.3
3731	1	2.4	19.3
3732	1	12.6	51.05
3733	1	0.4	9.3
3734	4	7.1	27.3
3735	1	0.94	7.46
3736	1	1.61	11.76
3737	6	0.62	6.3
3738	1	5.3	26.3
3739	1	1.9	15.95
3740	5	0.67	6.96
3741	1	0.9	6.8
3742	1	2.39	17.3
3743	1	0.5	6.3
3744	1	0.9	8.16
3745	1	2.5	18.96
3746	1	24.78	67.3
3747	1	2.7	17.8
3748	2	0.72	6.8
3749	1	1.7	12.8
3750	1	0.47	5.16
3751	2	2.82	18.8
3752	5	1.06	13.3
3753	1	0.2	4.3
3754	2	13.3	59.79
3755	1	3.2	23.3
3756	1	2.17	10.8
3757	1	1.01	9.28
3758	1	8.63	41.91
3759	1	1.4	11.75
3760	1	2.05	13.8
3761	1	11.6	59.34
3762	1	1.34	7.8
3763	5	0.64	7.25
3764	1	0.37	9.3
3765	1	1.72	11.16
3766	4	10.86	64.61
3767	1	1.38	8.3
3768	1	1.21	9.0
3769	1	0.93	11.8
3770	1	4.3	31.55
3771	1	0.0	3.3
3772	3	11.7	53.34
3773	1	0.9	9.45
3774	1	1.72	11.3
3775	2	0.7	8.8
3776	1	1.0	16.3
3777	1	0.49	5.8
3778	1	0.9	12.8
3779	2	1.9	12.3
3780	5	1.85	14.3
3781	3	0.37	8.3
3782	1	0.5	7.3
3783	2	4.6	21.8
3784	1	8.76	35.8
3785	1	0.7	7.56
3786	1	1.9	21.15
3787	1	2.3	15.36
3788	1	2.71	24.18
3789	1	0.71	6.96
3790	6	1.44	13.3
3791	1	5.6	22.3
3792	1	1.49	15.96
3793	1	5.41	31.3
3794	1	5.24	31.3
3795	1	4.2	26.8
3796	1	0.9	6.8
3797	1	1.6	12.3
3798	1	1.03	9.3
3799	1	0.97	7.3
3800	1	1.2	14.1
3801	1	4.57	24.3
3802	1	1.04	10.8
3803	2	0.66	9.71
3804	1	1.27	14.76
3805	1	0.6	5.8
3806	2	0.6	7.55
3807	1	3.0	23.3
3808	1	1.23	10.8
3809	1	1.0	6.8
3810	1	0.9	5.8
3811	1	4.7	25.7
3812	2	1.6	14.8
3813	1	0.7	7.3
3814	1	11.09	41.3
3815	1	0.82	7.8
3816	1	0.87	10.56
3817	1	1.4	13.35
3818	1	1.33	11.8
3819	1	1.3	9.95
3820	5	0.61	6.96
3821	1	0.6	8.15
3822	6	2.85	18.3
3823	1	2.29	11.8
3824	2	2.1	21.95
3825	1	11.1	49.75
3826	6	1.81	11.16
3827	1	16.9	58.34
3828	1	1.1	9.3
3829	1	1.05	10.56
3830	2	18.3	69.99
3831	1	1.75	13.3
3832	3	8.24	29.3
3833	2	0.52	6.36
3834	5	1.24	11.16
3835	3	1.2	12.96
3836	1	0.8	11.3
3837	3	15.3	58.34
3838	1	1.8	12.3
3839	1	2.4	15.36
3840	1	1.1	14.15
3841	2	0.91	6.3
3842	4	3.6	15.3
3843	1	8.9	30.0
3844	5	10.9	47.84
3845	1	0.7	8.15
3846	1	14.6	69.99
3847	1	1.27	9.3
3848	1	2.1	17.15
3849	1	3.4	23.16
3850	1	4.56	20.3
3851	1	22.0	69.99
3852	1	1.6	12.95
3853	1	6.99	29.16
3854	1	19.3	52.8
3855	1	3.0	11.8
3856	1	2.03	17.8
3857	5	2.94	17.8
3858	2	3.72	33.96
3859	1	0.69	7.88
3860	1	5.1	30.0
3861	1	0.79	8.76
3862	1	2.45	19.8
3863	1	2.2	16.3
3864	1	1.8	11.84
3865	1	1.1	9.8
3866	1	1.13	8.76
3867	1	1.5	15.36
3868	1	2.08	21.3
3869	4	2.28	14.3
3870	6	0.55	9.3
3871	1	2.0	19.8
3872	1	7.3	31.0
3873	1	0.8	10.3
3874	6	0.77	7.56
3875	1	0.5	5.3
3876	1	0.58	5.76
3877	1	1.39	9.3
3878	1	1.0	8.3
3879	1	2.4	20.15
3880	1	8.05	30.0
3881	1	2.0	15.8
3882	1	0.3	5.3
3883	1	0.78	6.3
3884	1	1.7	12.8
3885	2	2.1	12.3
3886	1	0.7	6.3
3887	1	0.9	9.95
3888	1	0.0	158.84
3889	3	5.8	32.3
3890	1	1.84	12.42
3891	1	0.4	5.3
3892	5	0.61	5.8
3893	1	1.6	11.0
3894	1	1.3	11.16
3895	1	1.0	10.1
3896	5	1.66	14.8
3897	5	0.72	8.3
3898	2	1.9	17.15
3899	1	2.94	15.8
3900	1	0.9	10.8
3901	2	4.0	33.8
3902	1	5.22	28.5
3903	3	2.38	17.76
3904	4	5.7	26.16
3905	1	1.5	9.8
3906	2	1.7	12.8
3907	1	9.05	50.81
3908	1	1.16	9.12
3909	4	0.67	5.8
3910	1	0.8	10.56
3911	1	24.73	75.84
3912	1	1.18	9.96
3913	2	1.8	12.3
3914	1	1.1	8.3
3915	4	0.4	5.8
3916	1	0.8	8.8
3917	2	1.5	10.8
3918	2	6.42	34.56
3919	1	0.0	3.3
3920	2	1.1	8.76
3921	1	11.0	53.54
3922	2	1.58	12.96
3923	1	1.55	10.3
3924	1	0.6	6.35
3925	1	1.65	12.3
3926	1	1.3	8.8
3927	1	1.5	11.75
3928	1	6.9	26.8
3929	1	0.4	12.6
3930	1	0.74	8.76
3931	1	3.6	21.8
3932	1	1.11	8.8
3933	2	2.13	15.3
3934	1	4.0	24.36
3935	1	0.71	12.8
3936	1	2.0	13.55
3937	1	0.9	9.95
3938	1	0.5	12.3
3939	1	1.14	12.96
3940	1	5.3	27.25
3941	1	0.72	6.3
3942	1	2.72	16.3
3943	1	6.2	23.3
3944	2	0.43	10.56
3945	1	2.8	15.95
3946	6	0.68	6.8
3947	2	0.6	11.75
3948	4	1.25	11.16
3949	1	1.6	11.3
3950	2	1.72	18.3
3951	1	0.9	11.75
3952	5	0.77	5.8
3953	1	2.24	15.96
3954	1	0.0	6.3
3955	1	1.4	12.8
3956	1	0.87	10.56
3957	3	0.6	8.8
3958	1	1.0	8.8
3959	1	1.1	8.3
3960	2	1.0	7.3
3961	2	2.4	16.3
3962	1	1.44	10.3
3963	2	1.93	12.8
3964	1	2.33	18.8
3965	1	2.4	17.75
3966	1	1.96	13.3
3967	1	2.15	20.76
3968	1	0.2	6.35
3969	1	4.3	27.8
3970	5	0.94	8.8
3971	1	0.76	8.16
3972	1	2.1	23.3
3973	1	11.3	56.05
3974	1	3.51	23.8
3975	1	2.0	17.8
3976	1	0.97	9.75
3977	1	0.92	8.76
3978	1	2.5	19.55
3979	1	0.42	7.25
3980	1	17.2	58.34
3981	2	0.56	7.8
3982	6	0.22	4.8
3983	1	0.8	9.95
3984	1	0.7	6.3
3985	1	2.4	13.8
3986	1	0.94	9.96
3987	1	1.0	7.3
3988	1	5.51	21.8
3989	1	2.59	14.16
3990	5	0.72	5.8
3991	5	2.34	21.3
3992	1	0.8	7.3
3993	1	0.9	9.35
3994	1	1.01	6.3
3995	2	10.79	51.68
3996	1	2.4	22.55
3997	2	0.7	7.8
3998	1	11.1	48.34
3999	1	3.8	12.8
4000	1	10.2	49.01
4001	1	0.5	6.3
4002	1	16.42	58.34
4003	2	1.56	17.25
4004	5	0.56	7.8
4005	3	5.54	32.16
4006	1	10.59	37.8
4007	1	5.4	33.95
4008	3	1.47	12.25
4009	1	1.0	11.3
4010	1	6.04	30.3
4011	4	22.67	58.34
4012	1	1.9	15.3
4013	1	2.82	17.88
4014	1	2.44	12.96
4015	1	21.5	72.89
4016	1	2.4	20.35
4017	1	0.7	8.5
4018	1	0.5	7.82
4019	1	4.2	34.56
4020	6	0.99	12.36
4021	1	1.7	11.8
4022	1	2.69	21.3
4023	1	1.63	9.8
4024	1	2.4	17.15
4025	1	8.15	30.3
4026	1	9.04	32.65
4027	2	0.7	7.87
4028	1	2.3	17.15
4029	5	12.94	44.16
4030	1	0.52	6.96
4031	1	3.16	18.59
4032	1	3.5	17.3
4033	1	0.7	6.8
4034	1	1.1	10.3
4035	5	1.03	10.38
4036	1	2.2	9.3
4037	1	16.95	70.01
4038	1	1.8	12.8
4039	1	18.5	63.36
4040	2	2.9	16.8
4041	1	2.5	15.35
4042	1	1.4	14.15
4043	1	0.1	3.8
4044	1	0.3	5.3
4045	1	0.5	11.8
4046	1	1.18	8.76
4047	1	1.0	12.8
4048	1	0.5	6.8
4049	1	6.49	27.96
4050	1	2.68	15.8
4051	1	13.7	54.99
4052	1	1.14	7.8
4053	1	0.65	9.36
4054	1	1.6	19.3
4055	5	1.14	8.8
4056	1	2.7	19.55
4057	1	5.15	18.8
4058	5	2.18	17.16
4059	1	0.9	10.8
4060	1	7.72	25.3
4061	1	0.9	12.95
4062	1	3.5	17.3
4063	2	1.4	12.3
4064	3	1.2	8.8
4065	1	4.18	20.16
4066	1	1.3	9.95
4067	1	1.44	9.3
4068	1	0.87	8.3
4069	1	0.8	6.95
4070	1	1.6	10.3
4071	1	1.9	14.3
4072	1	2.4	22.55
4073	1	5.34	26.3
4074	1	2.6	20.16
4075	1	0.8	7.3
4076	1	1.98	16.8
4077	1	10.7	56.34
4078	1	0.31	3.8
4079	1	0.6	8.3
4080	1	0.8	7.3
4081	2	1.89	10.3
4082	4	1.24	14.16
4083	1	1.6	13.3
4084	1	6.36	38.16
4085	2	5.03	27.96
4086	1	6.2	41.15
4087	6	1.77	14.76
4088	1	0.1	5.8
4089	1	0.65	5.8
4090	1	0.99	10.3
4091	1	0.8	9.45
4092	1	0.55	6.96
4093	1	0.48	6.0
4094	1	0.6	8.8
4095	1	0.7	8.8
4096	1	1.0	15.95
4097	1	3.1	14.8
4098	2	2.6	25.56
4099	1	0.9	9.3
4100	1	1.83	16.0
4101	1	4.52	17.0
4102	2	1.8	9.8
4103	1	0.9	15.3
4104	1	4.2	17.3
4105	2	1.36	10.56
4106	1	7.71	32.3
4107	2	1.5	8.8
4108	1	0.7	6.36
4109	4	1.8	11.76
4110	4	3.79	14.3
4111	1	1.75	9.8
4112	1	6.4	30.36
4113	2	1.3	7.8
4114	1	1.4	9.75
4115	1	9.54	29.3
4116	1	2.1	11.3
4117	1	8.88	36.84
4118	2	0.8	9.35
4119	2	0.5	4.8
4120	1	1.5	9.8
4121	2	0.85	6.8
4122	2	2.91	12.8
4123	1	0.6	5.3
4124	1	4.52	15.8
4125	1	5.9	20.8
4126	1	1.8	9.8
4127	1	14.0	39.3
4128	1	4.8	21.95
4129	2	2.07	12.36
4130	6	1.04	8.8
4131	1	1.3	7.3
4132	1	1.2	8.8
4133	1	2.8	12.8
4134	1	0.8	7.3
4135	1	1.7	10.3
4136	1	1.6	8.8
4137	2	17.98	50.3
4138	1	2.26	11.8
4139	1	3.1	16.55
4140	1	2.3	12.36
4141	1	6.0	26.8
4142	1	2.1	10.8
4143	1	0.8	7.3
4144	1	22.6	64.17
4145	1	2.8	14.3
4146	2	3.92	17.3
4147	3	4.2	19.56
4148	1	5.04	20.8
4149	1	17.84	63.36
4150	1	5.6	24.95
4151	1	3.1	15.95
4152	1	8.5	26.8
4153	1	7.7	26.3
4154	1	8.5	31.3
4155	2	23.95	138.84
4156	1	9.2	34.75
4157	1	2.63	10.8
4158	1	6.15	21.8
4159	1	7.41	33.41
4160	1	1.8	11.6
4161	1	1.4	8.8
4162	1	0.87	7.3
4163	1	1.38	7.8
4164	1	10.68	39.36
4165	1	0.63	6.3
4166	2	10.73	39.3
4167	6	14.83	41.8
4168	1	3.5	17.75
4169	5	0.71	6.3
4170	2	1.36	8.8
4171	1	14.3	53.84
4172	2	6.45	25.3
4173	1	6.0	20.3
4174	1	1.4	12.09
4175	1	1.7	10.55
4176	6	5.31	22.88
4177	1	0.9	13.8
4178	1	0.38	4.8
4179	1	2.6	13.56
4180	2	3.17	11.8
4181	1	10.2	44.19
4182	5	7.83	32.16
4183	1	6.3	29.15
4184	1	1.1	6.3
4185	1	1.1	8.5
4186	1	2.76	12.3
4187	1	1.8	10.3
4188	1	1.5	10.37
4189	1	1.5	8.3
4190	5	9.83	45.41
4191	1	2.8	12.3
4192	1	12.28	48.36
4193	1	4.0	16.8
4194	1	9.9	41.19
4195	6	6.3	29.76
4196	1	12.26	35.3
4197	1	0.8	7.8
4198	1	22.09	58.34
4199	1	2.32	11.3
4200	1	3.11	18.36
4201	4	1.78	10.56
4202	1	0.2	4.3
4203	1	0.6	6.3
4204	2	1.07	7.8
4205	1	1.54	8.8
4206	1	0.0	100.8
4207	2	6.55	25.56
4208	1	1.82	9.8
4209	1	1.0	7.8
4210	1	2.2	10.8
4211	3	0.9	9.1
4212	1	11.9	36.8
4213	1	2.3	14.8
4214	2	1.1	9.36
4215	1	4.14	19.12
4216	6	3.7	13.8
4217	1	0.35	4.3
4218	1	0.9	7.56
4219	1	3.34	17.25
4220	1	1.25	9.36
4221	2	29.78	75.84
4222	1	0.5	6.36
4223	2	3.01	12.3
4224	1	31.9	252.35
4225	1	8.5	32.16
4226	3	0.6	8.16
4227	2	0.39	4.8
4228	1	1.27	8.3
4229	1	6.99	28.56
4230	1	2.9	12.8
4231	1	9.8	33.3
4232	1	0.87	7.88
4233	2	4.8	21.8
4234	1	5.34	22.8
4235	1	1.63	9.3
4236	1	0.98	7.3
4237	1	2.09	10.8
4238	6	8.69	36.14
4239	1	1.8	9.3
4240	1	2.2	12.0
4241	1	9.5	34.3
4242	1	0.8	9.35
4243	2	1.6	10.56
4244	1	7.23	30.3
4245	1	0.96	6.8
4246	1	2.5	12.3
4247	4	14.2	48.36
4248	1	6.32	25.8
4249	1	1.1	8.15
4250	1	2.9	13.55
4251	1	2.9	13.3
4252	1	0.7	6.3
4253	1	2.02	9.3
4254	1	1.5	8.3
4255	1	0.6	6.3
4256	3	0.7	7.55
4257	1	7.5	23.8
4258	1	1.28	9.3
4259	3	1.14	6.8
4260	1	12.43	49.34
4261	1	0.72	6.3
4262	1	6.3	24.3
4263	1	5.68	25.8
4264	1	5.4	22.55
4265	1	3.0	15.35
4266	1	0.1	4.55
4267	1	1.75	11.16
4268	1	8.3	29.3
4269	1	0.7	6.3
4270	1	64.6	79.96
4271	5	3.21	16.56
4272	1	2.2	11.8
4273	1	1.3	10.35
4274	1	2.1	9.8
4275	1	1.31	9.36
4276	3	1.16	7.3
4277	1	1.1	7.3
4278	1	0.7	6.8
4279	4	1.37	8.3
4280	1	10.7	39.34
4281	1	10.7	42.64
4282	1	4.6	23.1
4283	1	0.73	7.8
4284	1	0.8	6.8
4285	1	11.7	50.79
4286	3	4.89	18.3
4287	1	1.33	9.75
4288	1	4.5	19.55
4289	1	7.4	32.75
4290	1	0.71	7.88
4291	1	32.4	63.36
4292	1	1.09	8.16
4293	1	3.66	18.96
4294	1	1.3	9.96
4295	2	1.21	8.16
4296	1	3.1	14.3
4297	1	4.59	21.62
4298	1	1.4	11.75
4299	1	1.64	11.16
4300	1	1.04	8.76
4301	2	1.33	9.36
4302	1	4.1	19.55
4303	1	0.84	8.0
4304	1	1.8	8.8
4305	1	0.8	7.3
4306	1	3.2	16.05
4307	1	1.0	7.8
4308	3	1.38	10.56
4309	1	0.87	7.3
4310	1	0.5	4.8
4311	1	1.1	7.8
4312	1	1.52	9.8
4313	5	4.29	18.36
4314	5	2.88	16.56
4315	6	9.43	31.8
4316	1	1.5	8.3
4317	1	0.9	8.8
4318	5	1.56	8.8
4319	1	6.7	29.75
4320	1	1.57	9.3
4321	2	4.2	20.54
4322	1	1.3	11.75
4323	1	11.9	42.36
4324	1	20.84	70.01
4325	1	2.34	13.56
4326	1	1.74	8.3
4327	1	2.4	13.55
4328	1	0.9	5.8
4329	1	4.3	19.8
4330	1	0.0	30.3
4331	1	3.18	15.96
4332	1	8.92	31.8
4333	3	3.17	22.01
4334	1	1.82	9.3
4335	1	4.8	20.15
4336	2	2.1	12.8
4337	2	7.6	34.8
4338	1	9.5	31.8
4339	1	6.9	29.16
4340	1	8.05	34.34
4341	4	1.0	7.8
4342	2	3.22	12.3
4343	2	2.3	12.35
4344	2	1.47	9.3
4345	5	1.61	8.8
4346	1	2.18	11.3
4347	4	19.28	58.34
4348	2	1.5	7.8
4349	2	11.0	47.29
4350	1	1.31	7.8
4351	2	1.6	9.3
4352	1	0.5	6.36
4353	3	14.4	48.3
4354	2	6.3	27.96
4355	1	1.1	9.1
4356	1	0.9	6.8
4357	1	4.77	19.8
4358	1	8.6	36.36
4359	1	1.64	7.8
4360	1	11.2	32.8
4361	5	2.56	15.36
4362	1	0.5	6.3
4363	1	3.7	15.3
4364	4	2.29	14.3
4365	6	8.05	32.84
4366	1	1.3	8.8
4367	1	1.3	11.16
4368	2	9.66	29.3
4369	2	4.51	17.8
4370	1	2.3	11.75
