	passenger_count	trip_distance	total_amount
5446	1	5.95	26.8
5447	2	11.27	35.3
5448	1	2.6	20.8
5449	5	1.27	9.75
5450	1	1.67	14.8
5451	1	1.3	7.8
5452	1	1.9	24.3
5453	2	1.4	14.75
5454	1	1.5	13.8
5455	1	0.9	10.3
5456	1	6.13	37.5
5457	1	1.1	9.3
5458	2	2.2	9.3
5459	6	3.02	19.81
5460	1	1.0	7.8
5461	3	2.7	22.3
5462	1	4.12	24.36
5463	2	1.5	9.8
5464	1	0.9	7.85
5465	5	1.07	11.16
5466	1	1.6	14.3
5467	1	1.06	10.56
5468	1	1.9	19.3
5469	1	2.3	20.15
5470	1	34.84	137.59
5471	1	6.75	29.76
5472	2	1.1	8.3
5473	1	1.7	8.8
5474	2	0.8	5.8
5475	1	1.4	9.8
5476	5	10.81	53.34
5477	1	1.0	9.3
5478	1	1.1	9.3
5479	1	0.7	5.8
5480	1	9.45	47.81
5481	1	2.5	19.8
5482	1	11.51	52.01
5483	1	2.4	24.35
5484	2	1.6	10.8
5485	1	15.2	43.3
5486	1	0.6	12.7
5487	1	11.9	45.84
5488	1	2.36	19.8
5489	4	1.07	7.3
5490	1	0.4	5.8
5491	1	3.6	14.3
5492	1	2.1	14.16
5493	3	2.2	15.35
5494	1	0.8	12.8
5495	5	1.04	7.8
5496	1	9.9	57.84
5497	1	2.6	24.95
5498	1	1.04	8.8
5499	5	0.97	11.0
5500	3	1.11	6.8
5501	1	2.1	15.3
5502	3	0.59	7.54
5503	1	1.2	19.55
5504	1	0.3	4.3
5505	1	1.0	8.76
5506	1	1.5	9.35
5507	2	1.2	9.3
5508	2	1.8	12.3
5509	1	0.89	6.8
5510	1	1.7	14.0
5511	1	0.87	8.16
5512	1	0.9	6.3
5513	1	1.4	10.3
5514	2	1.02	8.3
5515	1	0.82	6.3
5516	2	21.7	58.34
5517	1	0.5	4.8
5518	1	1.7	15.55
5519	4	1.23	9.8
5520	1	0.99	11.8
5521	1	2.71	14.8
5522	6	0.43	5.8
5523	1	0.6	6.3
5524	1	9.37	35.3
5525	3	0.37	9.36
5526	1	2.0	12.3
5527	3	1.68	15.96
5528	1	1.2	12.85
5529	1	1.3	14.15
5530	1	1.26	10.3
5531	1	1.1	9.35
5532	1	1.07	9.36
5533	1	3.49	15.96
5534	1	0.6	5.8
5535	1	9.5	64.17
5536	6	17.09	58.34
5537	1	1.45	9.8
5538	1	0.4	4.8
5539	2	0.74	9.12
5540	1	1.05	6.8
5541	1	1.0	9.55
5542	1	1.9	13.3
5543	1	1.1	11.3
5544	2	9.7	41.34
5545	1	1.0	8.8
5546	1	1.28	8.16
5547	2	3.59	18.3
5548	1	3.2	23.8
5549	2	0.97	8.16
5550	1	1.5	13.3
5551	1	3.03	18.8
5552	1	0.6	6.8
5553	1	0.79	6.36
5554	1	2.44	17.16
5555	1	1.3	11.0
5556	1	1.2	10.3
5557	1	1.9	14.76
5558	1	0.0	3.3
5559	1	1.4	10.3
5560	1	0.97	15.8
5561	1	1.92	16.3
5562	1	23.2	88.34
5563	1	1.05	10.56
5564	1	0.8	10.55
5565	1	0.9	9.95
5566	1	2.0	12.8
5567	1	0.89	7.8
5568	1	1.0	8.75
5569	1	1.79	15.3
5570	1	1.15	12.96
5571	1	1.1	10.8
5572	1	1.96	13.8
5573	1	1.1	10.8
5574	6	2.28	21.96
5575	2	17.53	58.34
5576	1	0.6	8.75
5577	6	3.38	16.8
5578	1	0.8	16.55
5579	1	0.1	3.8
5580	1	0.6	9.3
5581	1	1.9	10.8
5582	1	3.57	16.8
5583	2	0.4	5.75
5584	1	2.1	15.95
5585	2	1.1	9.3
5586	1	0.71	7.25
5587	1	0.42	6.3
5588	2	0.9	7.3
5589	2	0.91	8.3
5590	1	0.67	5.8
5591	1	2.76	14.3
5592	1	8.4	38.84
5593	1	1.42	18.96
5594	1	12.1	50.34
5595	2	0.99	9.3
5596	1	13.3	41.8
5597	1	1.39	13.3
5598	3	1.4	13.3
5599	1	1.1	9.3
5600	2	1.17	10.8
5601	5	1.39	10.3
5602	1	10.58	51.34
5603	1	0.5	7.8
5604	1	1.1	10.75
5605	1	1.2	14.1
5606	2	1.94	17.76
5607	1	1.1	7.3
5608	1	1.33	15.8
5609	1	0.6	5.8
5610	2	1.38	14.76
5611	1	0.5	6.95
5612	1	1.3	7.3
5613	2	0.71	6.3
5614	1	0.59	4.8
5615	1	1.1	9.3
5616	1	9.32	40.84
5617	6	6.25	22.8
5618	1	1.42	8.8
5619	6	2.62	14.8
5620	2	8.7	35.84
5621	1	11.05	51.41
5622	6	1.76	17.3
5623	3	0.6	6.3
5624	1	1.1	6.3
5625	1	0.9	8.15
5626	1	2.4	15.3
5627	2	20.9	65.84
5628	1	2.1	19.55
5629	2	16.7	70.34
5630	1	0.8	7.8
5631	1	15.53	63.36
5632	1	0.96	9.36
5633	4	1.4	8.8
5634	2	10.8	53.76
5635	1	0.51	4.8
5636	1	11.8	47.75
5637	1	0.84	9.12
5638	1	0.8	7.55
5639	1	0.6	10.55
5640	5	1.37	7.8
5641	2	1.67	14.8
5642	1	1.5	14.8
5643	1	0.57	9.3
5644	2	0.76	7.55
5645	5	1.44	11.16
5646	1	3.8	27.25
5647	1	3.96	31.0
5648	1	1.6	16.55
5649	1	1.06	7.8
5650	5	16.09	66.0
5651	1	1.4	15.3
5652	1	1.6	12.95
5653	1	10.1	47.2
5654	1	4.9	33.5
5655	1	1.3	10.55
5656	1	1.4	12.85
5657	1	2.6	19.3
5658	1	1.2	12.42
5659	2	0.56	6.0
5660	1	1.1	7.8
5661	1	9.96	46.01
5662	1	15.9	52.8
5663	2	1.75	13.3
5664	1	0.8	6.96
5665	2	0.55	5.76
5666	1	1.21	9.3
5667	1	1.38	9.8
5668	1	1.36	9.8
5669	1	1.0	7.3
5670	1	15.1	67.01
5671	2	3.6	22.8
5672	2	0.6	6.8
5673	2	2.17	11.8
5674	1	0.9	8.8
5675	1	1.02	9.36
5676	1	10.3	49.34
5677	4	1.56	15.8
5678	1	1.0	10.8
5679	1	0.6	9.8
5680	1	0.7	7.8
5681	3	1.13	12.25
5682	1	2.4	17.75
5683	2	2.6	13.3
5684	5	4.79	20.3
5685	1	1.1	8.16
5686	1	2.2	9.8
5687	5	3.65	14.8
5688	1	0.7	7.3
5689	1	1.6	12.95
5690	2	2.36	18.8
5691	1	1.4	12.85
5692	1	1.03	22.88
5693	1	11.22	52.92
5694	1	1.3	10.3
5695	4	1.17	8.3
5696	1	0.9	10.55
5697	1	0.35	4.8
5698	2	1.3	9.8
5699	1	2.05	17.88
5700	1	2.61	14.8
5701	2	0.84	12.36
5702	5	1.11	14.16
5703	1	1.79	13.8
5704	1	1.3	12.7
5705	5	3.1	21.36
5706	6	2.4	30.96
5707	5	2.37	21.3
5708	5	2.06	14.76
5709	3	0.6	5.5
5710	1	1.03	17.16
5711	1	1.75	17.76
5712	6	1.27	11.8
5713	5	1.93	15.96
5714	6	1.6	11.16
5715	6	1.88	12.8
5716	1	1.0	7.8
5717	1	0.6	11.8
5718	1	17.73	102.66
5719	1	0.89	-7.8
5720	1	1.05	8.76
5721	1	6.3	23.3
5722	1	10.52	49.01
5723	1	0.5	7.56
5724	1	1.73	14.3
5725	1	0.6	10.3
5726	1	1.05	8.76
5727	1	2.8	16.8
5728	1	1.09	9.36
5729	1	1.3	15.3
5730	1	0.6	8.75
5731	1	0.0	52.8
5732	2	1.1	9.3
5733	1	1.46	10.8
5734	5	3.55	17.8
5735	1	3.3	21.3
5736	1	0.91	11.3
5737	1	0.75	6.3
5738	1	3.1	32.75
5739	1	0.6	9.8
5740	1	3.9	19.3
5741	1	1.05	11.3
5742	1	1.11	7.3
5743	2	1.02	10.56
5744	2	1.3	11.75
5745	6	2.99	26.8
5746	5	1.7	22.88
5747	1	3.6	16.3
5748	1	22.66	70.01
5749	1	0.53	5.3
5750	1	1.0	9.36
5751	1	1.23	7.3
5752	1	1.9	11.16
5753	1	10.34	50.21
5754	1	1.1	11.3
5755	2	1.8	21.8
5756	1	2.8	20.3
5757	1	1.08	8.3
5758	1	1.52	12.36
5759	1	3.1	16.8
5760	3	7.76	38.81
5761	1	0.6	7.8
5762	2	2.95	18.8
5763	1	2.11	11.3
5764	1	1.6	12.8
5765	1	2.4	16.8
5766	4	0.72	15.8
5767	1	0.66	17.25
5768	1	1.1	8.3
5769	1	0.73	5.3
5770	2	3.0	16.8
5771	1	0.9	6.3
5772	2	3.1	30.35
5773	6	1.87	23.0
5774	2	0.37	7.54
5775	1	0.9	7.8
5776	2	1.3	9.8
5777	1	2.3	14.75
5778	1	1.66	20.76
5779	1	0.76	6.3
5780	1	2.1	14.3
5781	1	3.0	13.3
5782	1	0.9	12.3
5783	5	1.8	11.76
5784	1	12.3	56.21
5785	1	0.4	5.75
5786	5	15.75	58.34
5787	1	1.35	13.3
5788	1	2.7	13.8
5789	1	0.9	10.8
5790	1	1.81	13.3
5791	3	2.28	11.3
5792	1	3.29	22.3
5793	4	1.0	16.8
5794	6	0.7	8.8
5795	1	0.6	6.95
5796	2	1.8	13.55
5797	1	2.3	23.5
5798	2	0.0	3.8
5799	1	1.1	11.75
5800	1	1.7	11.8
5801	1	2.5	16.8
5802	1	1.1	7.3
5803	2	1.9	27.35
5804	1	9.0	44.19
5805	1	1.03	14.76
5806	1	1.3	14.8
5807	1	3.1	28.8
5808	5	0.8	7.43
5809	3	0.56	6.3
5810	1	0.7	5.3
5811	1	0.7	5.3
5812	1	1.7	10.3
5813	1	2.22	22.3
5814	1	6.15	30.94
5815	1	2.07	12.8
5816	1	0.44	6.8
5817	1	1.1	15.3
5818	1	0.6	10.56
5819	1	1.1	8.8
5820	1	2.31	17.16
5821	1	1.2	10.8
5822	1	0.5	11.75
5823	1	2.5	12.8
5824	1	1.7	13.8
5825	4	1.75	13.8
5826	1	17.98	58.34
5827	1	5.18	33.5
5828	1	9.8	51.0
5829	1	1.48	15.8
5830	1	1.6	13.8
5831	1	1.8	14.8
5832	2	2.08	12.3
5833	3	0.32	4.8
5834	3	0.95	8.3
5835	2	1.1	31.55
5836	1	1.3	14.15
5837	1	1.01	9.8
5838	1	7.62	27.36
5839	1	0.8	6.35
5840	1	1.55	11.62
5841	1	3.08	25.3
5842	5	0.72	12.3
5843	1	1.31	18.36
5844	1	1.06	10.3
5845	1	0.6	7.55
5846	2	1.3	12.3
5847	1	1.1	8.8
5848	1	2.08	13.3
5849	1	2.3	20.3
5850	2	16.88	70.01
5851	2	0.49	4.8
5852	1	1.8	22.56
5853	2	1.0	9.3
5854	2	1.12	6.55
5855	1	3.61	18.3
5856	1	2.0	16.8
5857	1	0.9	8.8
5858	1	0.7	6.8
5859	1	0.0	126.36
5860	1	2.1	19.75
5861	2	0.7	6.3
5862	3	1.5	10.3
5863	1	6.7	34.3
5864	4	3.98	19.56
5865	1	0.7	12.35
5866	1	1.3	6.8
5867	1	0.8	8.8
5868	6	1.47	9.3
5869	1	1.7	10.8
5870	1	1.3	12.95
5871	2	2.61	23.8
5872	2	0.69	9.12
5873	1	1.41	14.76
5874	1	12.6	72.84
5875	2	2.6	17.3
5876	1	2.5	16.3
5877	2	1.47	12.36
5878	2	1.2	9.3
5879	1	1.0	11.8
5880	1	1.1	6.8
5881	1	0.7	6.3
5882	1	1.7	16.55
5883	2	1.19	7.8
5884	1	1.3	14.76
5885	1	1.3	18.96
5886	1	1.8	15.3
5887	2	11.5	56.34
5888	4	1.1	8.3
5889	1	1.3	8.5
5890	1	0.8	7.85
5891	1	0.62	10.8
5892	1	0.86	12.96
5893	1	3.0	25.3
5894	2	1.4	9.8
5895	1	0.92	9.36
5896	1	17.12	52.8
5897	5	2.0	15.3
5898	2	17.33	58.34
5899	2	11.12	50.84
5900	1	3.1	17.8
5901	6	15.91	45.8
5902	1	1.4	15.95
5903	1	1.1	13.3
5904	1	0.75	8.3
5905	1	0.47	5.8
5906	2	0.5	8.8
5907	2	2.59	17.3
5908	1	0.2	7.8
5909	1	0.9	9.8
5910	2	0.5	6.96
5911	1	7.9	39.99
5912	1	2.2	19.55
5913	1	1.1	12.36
5914	1	0.6	7.0
5915	5	2.58	23.16
5916	1	3.7	23.8
5917	1	0.3	4.3
5918	1	1.66	14.3
5919	1	1.2	7.8
5920	5	4.97	23.3
5921	1	1.95	15.96
5922	1	1.34	12.8
5923	4	5.7	26.15
5924	5	2.08	18.8
5925	1	0.9	5.8
5926	1	1.5	17.0
5927	1	15.31	63.36
5928	2	3.08	12.8
5929	1	3.06	15.3
5930	1	9.3	32.3
5931	2	1.5	10.3
5932	1	2.1	16.3
5933	1	0.41	7.88
5934	1	1.3	10.8
5935	6	2.34	15.8
5936	5	4.45	26.0
5937	1	1.5	10.3
5938	1	1.1	7.8
5939	1	1.6	13.3
5940	1	0.5	8.5
5941	4	3.4	25.8
5942	1	0.97	12.3
5943	2	0.74	6.0
5944	1	5.3	23.16
5945	1	3.54	18.8
5946	1	0.82	12.36
5947	1	1.1	8.76
5948	3	1.57	7.8
5949	2	2.7	22.3
5950	3	2.13	12.88
5951	1	2.3	16.3
5952	4	3.4	27.3
5953	1	1.9	18.36
5954	1	11.0	52.89
5955	1	2.1	22.55
5956	1	2.0	21.3
5957	3	1.2	14.65
5958	2	7.9	35.84
5959	3	17.9	58.34
5960	1	1.0	9.8
5961	2	1.9	13.3
5962	2	0.3	4.55
5963	1	3.2	14.8
5964	1	2.6	20.15
5965	3	1.7	13.56
5966	1	0.7	5.8
5967	5	1.12	7.3
5968	1	0.52	17.94
5969	1	2.35	12.3
5970	5	1.45	15.8
5971	1	0.8	6.8
5972	1	0.57	5.3
5973	1	3.3	37.56
5974	1	1.1	12.85
5975	2	1.8	18.3
5976	1	2.1	26.76
5977	1	1.8	15.3
5978	1	0.5	5.3
5979	1	3.0	20.8
5980	1	0.5	5.8
5981	1	2.34	14.16
5982	1	3.83	18.8
5983	1	0.8	5.3
5984	1	2.0	24.3
5985	2	2.7	15.3
5986	1	1.7	11.8
5987	1	1.15	10.56
5988	1	0.81	5.8
5989	1	1.05	9.36
5990	1	1.8	12.8
5991	2	2.44	23.8
5992	2	1.28	8.3
5993	1	4.2	22.3
5994	1	0.9	10.55
5995	1	6.5	33.35
5996	1	23.0	69.99
5997	1	8.3	39.99
5998	4	1.29	8.3
5999	1	0.89	10.56
6000	2	2.8	19.1
6001	1	2.26	24.3
6002	2	2.18	12.3
6003	1	1.08	9.96
6004	2	2.2	17.75
6005	1	2.87	31.62
6006	1	1.3	14.8
6007	2	0.8	7.55
6008	1	0.72	10.3
6009	3	1.7	15.3
6010	1	18.9	63.36
6011	3	1.55	12.8
6012	1	13.83	59.34
6013	2	1.69	8.3
6014	6	3.91	17.8
6015	1	1.17	10.3
6016	1	10.0	51.99
6017	1	1.0	9.36
6018	1	0.62	9.8
6019	1	1.0	9.3
6020	2	2.49	15.8
6021	1	1.9	18.8
6022	5	0.57	6.8
6023	1	1.91	17.25
6024	1	0.44	4.8
6025	1	1.7	14.3
6026	5	11.74	57.41
6027	1	1.0	9.95
6028	1	2.6	16.8
6029	6	7.5	25.8
6030	1	12.33	46.3
6031	1	1.1	21.8
6032	1	2.6	17.76
6033	1	1.9	13.8
6034	1	2.44	20.76
6035	1	1.2	8.84
6036	1	1.7	12.35
6037	5	10.36	45.84
6038	1	0.9	6.8
6039	1	1.16	6.8
6040	5	1.67	16.56
6041	2	4.41	16.8
6042	1	1.3	11.15
6043	1	1.5	15.35
6044	1	5.8	27.36
6045	2	1.2	10.55
6046	1	1.7	11.8
6047	1	3.4	20.3
6048	1	16.9	69.99
6049	2	1.0	8.76
6050	4	11.9	48.84
6051	2	7.2	37.92
6052	2	3.1	16.8
6053	1	1.99	16.8
6054	1	11.8	53.84
6055	1	0.46	4.8
6056	1	1.26	10.8
6057	1	4.5	20.8
6058	2	2.7	27.3
6059	3	0.74	5.8
6060	1	1.2	10.3
6061	1	1.6	16.6
6062	1	1.26	16.3
6063	1	0.5	13.8
6064	6	0.51	4.8
6065	2	0.79	7.56
6066	1	10.0	61.59
6067	2	0.7	5.8
6068	1	1.6	17.16
6069	1	2.4	15.95
6070	1	0.8	6.3
6071	1	2.81	18.8
6072	1	2.38	18.96
6073	5	2.67	19.3
6074	1	1.0	6.3
6075	1	1.5	12.35
6076	1	1.5	9.3
6077	1	1.82	11.8
6078	3	2.79	25.74
6079	1	0.8	6.8
6080	1	3.7	15.8
6081	2	0.64	5.3
6082	1	21.73	70.01
6083	3	0.0	52.8
6084	1	2.29	15.96
6085	6	1.86	11.3
6086	1	0.38	6.0
6087	1	1.7	12.8
6088	1	2.57	25.3
6089	2	7.5	35.79
6090	1	0.54	5.8
6091	1	1.4	8.8
6092	1	0.7	9.35
6093	1	13.7	66.0
6094	2	1.42	11.76
6095	1	1.34	9.3
6096	1	2.22	17.76
6097	1	1.7	13.3
6098	6	1.62	12.96
6099	3	5.3	29.75
6100	2	1.0	10.56
6101	1	16.9	64.34
6102	1	1.6	12.3
6103	6	1.67	13.56
6104	1	1.6	11.16
6105	1	2.2	12.96
6106	1	6.6	27.96
6107	1	0.7	7.54
6108	6	2.2	18.3
6109	1	2.4	16.0
6110	1	1.5	8.8
6111	1	1.5	8.8
6112	1	11.4	63.34
6113	1	0.0	3.8
6114	1	1.33	7.3
6115	1	0.62	6.8
6116	1	0.7	6.8
6117	1	2.6	20.16
6118	1	9.64	42.34
6119	1	2.3	13.8
6120	3	1.5	16.55
6121	3	1.64	13.3
6122	1	1.1	10.56
6123	6	1.07	9.75
6124	1	1.4	14.04
6125	3	15.1	73.55
6126	1	0.89	6.3
6127	1	0.04	70.01
6128	1	2.97	23.16
6129	1	0.85	10.3
6130	1	0.55	5.8
6131	3	0.52	6.36
6132	1	1.4	12.8
6133	1	0.7	7.8
6134	1	9.72	49.61
6135	1	0.7	5.8
6136	1	1.8	13.3
6137	1	1.48	8.8
6138	1	2.68	11.8
6139	2	3.16	21.36
6140	2	1.11	6.8
6141	2	1.0	10.3
6142	1	1.76	12.96
6143	1	0.76	7.0
6144	2	1.26	13.56
6145	2	21.37	77.34
6146	1	1.99	20.3
6147	1	0.87	7.05
6148	1	1.9	25.3
6149	1	0.46	8.8
6150	1	0.8	9.95
6151	1	1.5	10.8
6152	1	2.98	17.8
6153	1	0.5	10.15
6154	1	1.8	12.8
6155	2	1.32	11.3
6156	1	1.2	13.6
6157	1	11.9	55.84
6158	1	0.9	7.8
6159	1	1.21	8.05
6160	1	1.4	15.95
6161	1	1.1	12.8
6162	2	18.78	58.34
6163	1	2.64	24.36
6164	1	3.5	16.3
6165	1	0.5	5.8
6166	3	3.59	17.3
6167	1	1.1	9.3
6168	1	2.37	19.8
6169	1	2.0	16.8
6170	1	0.3	5.35
6171	1	4.11	30.36
6172	1	2.3	20.3
6173	6	11.59	50.34
6174	1	8.97	37.84
6175	1	15.91	62.16
6176	1	14.8	55.34
6177	4	3.98	20.16
6178	1	1.3	15.3
6179	2	2.6	17.8
6180	1	1.2	10.3
6181	3	1.4	11.3
6182	1	4.02	21.8
6183	1	5.55	29.3
6184	3	1.94	19.24
6185	1	1.0	10.3
6186	1	2.18	15.3
6187	1	4.1	17.3
6188	1	3.9	16.3
6189	1	4.7	18.8
6190	1	0.99	9.96
6191	1	3.83	21.96
6192	2	1.3	14.75
6193	6	0.8	7.3
6194	1	1.29	12.09
6195	1	2.6	17.3
6196	1	0.9	7.8
6197	1	11.3	86.76
6198	1	0.21	5.3
6199	1	0.8	7.8
6200	1	1.0	8.3
6201	1	8.63	42.8
6202	1	2.61	19.56
6203	1	2.2	19.24
6204	5	0.8	6.8
6205	6	1.14	7.8
6206	6	1.36	9.3
6207	1	2.92	18.3
6208	1	0.7	6.95
6209	1	3.0	24.3
6210	1	1.46	9.8
6211	1	7.35	30.8
6212	1	8.32	47.21
6213	1	4.5	24.75
6214	3	1.02	10.3
6215	1	0.89	17.3
6216	1	1.25	21.3
6217	1	1.49	12.8
6218	1	3.6	23.3
6219	1	1.5	11.16
6220	1	1.2	7.3
6221	1	5.06	45.96
6222	2	3.37	31.56
6223	1	0.73	5.3
6224	2	1.45	8.3
6225	1	9.57	48.41
6226	6	2.76	19.0
6227	1	4.9	34.43
6228	1	1.3	8.8
6229	1	12.29	49.56
6230	4	1.6	15.8
6231	2	5.64	27.25
6232	3	0.6	6.8
6233	1	2.9	18.95
6234	1	1.27	8.8
6235	2	2.0	16.8
6236	1	2.3	20.75
6237	1	2.0	13.8
6238	5	0.72	10.3
6239	4	5.54	24.3
6240	6	3.09	17.8
6241	1	1.6	11.76
6242	1	0.84	5.3
6243	1	1.0	8.0
6244	1	1.53	15.8
6245	2	0.68	10.56
6246	1	1.1	13.8
6247	1	1.2	11.0
6248	1	0.52	9.96
6249	1	1.6	9.3
6250	1	0.47	6.8
6251	1	2.93	17.16
6252	2	0.87	7.88
6253	1	0.7	7.48
6254	1	1.8	21.35
6255	1	1.34	9.12
6256	1	1.2	9.36
6257	1	1.1	8.8
6258	1	0.9	6.3
6259	1	1.0	11.3
6260	1	9.2	28.8
6261	1	1.6	7.8
6262	1	1.91	13.8
6263	1	1.5	12.35
6264	1	2.65	15.3
6265	2	0.76	5.82
6266	1	1.83	15.36
6267	1	0.9	9.8
6268	1	0.75	10.56
6269	2	1.07	8.16
6270	1	2.26	15.36
6271	1	1.8	21.35
6272	1	2.16	15.3
6273	1	1.29	16.64
6274	2	10.03	32.8
6275	1	0.9	9.36
6276	1	1.3	17.3
6277	2	0.9	8.3
6278	1	10.3	65.2
6279	1	2.7	13.55
6280	1	0.71	8.3
6281	1	7.38	52.8
6282	1	2.4	18.3
6283	6	0.8	11.3
6284	1	0.66	4.8
6285	1	6.0	41.6
6286	1	0.1	7.3
6287	1	0.91	9.75
6288	1	1.1	13.8
6289	1	2.26	16.3
6290	2	1.8	9.3
6291	1	1.6	11.6
6292	1	0.6	5.75
6293	1	1.31	9.8
6294	1	2.4	20.6
6295	2	0.72	7.56
6296	5	5.48	27.96
6297	1	2.0	18.55
6298	1	0.0	25.3
6299	1	1.26	13.3
6300	1	10.1	56.2
6301	1	1.2	16.3
6302	2	0.76	9.3
6303	1	1.7	14.3
6304	2	1.4	12.8
6305	1	2.77	17.3
6306	1	1.2	12.8
6307	1	2.0	15.35
6308	1	0.61	5.3
6309	2	2.3	14.1
6310	1	2.2	14.8
6311	1	0.8	11.16
6312	2	1.34	7.8
6313	1	0.68	8.3
6314	1	1.75	12.8
6315	5	1.91	15.3
6316	1	2.0	10.3
6317	4	2.7	14.8
6318	1	0.9	6.8
6319	1	1.07	14.76
6320	2	0.84	6.3
6321	1	1.16	9.36
6322	1	0.51	5.76
6323	1	2.4	17.25
6324	1	1.13	8.3
6325	1	1.77	9.3
6326	6	1.68	12.3
6327	1	0.83	9.96
6328	2	1.0	8.75
6329	1	0.72	7.3
6330	2	1.1	13.3
6331	1	0.7	8.3
6332	2	2.2	21.3
6333	1	1.05	10.56
6334	1	1.7	11.3
6335	1	1.23	8.3
6336	5	1.25	8.8
6337	1	1.9	29.3
6338	6	13.07	43.3
6339	1	1.01	5.8
6340	1	2.8	14.8
6341	1	1.1	7.8
6342	1	1.6	12.36
6343	1	1.0	6.8
6344	2	4.57	18.3
6345	1	4.0	33.5
6346	1	21.5	70.84
6347	2	0.85	11.3
6348	1	0.3	3.8
6349	6	0.58	5.8
6350	1	0.61	6.36
6351	1	2.7	15.95
6352	1	2.1	16.3
6353	1	1.05	27.96
6354	1	0.97	7.38
6355	1	2.1	12.8
6356	5	14.26	83.55
6357	1	0.7	9.45
6358	1	0.7	8.75
6359	1	1.43	11.76
6360	1	4.1	30.35
6361	1	0.6	7.3
6362	1	2.4	17.76
6363	2	4.6	22.3
6364	1	4.91	31.62
6365	1	0.4	9.8
6366	6	2.32	10.3
6367	2	1.4	9.3
6368	1	2.8	28.3
6369	6	1.04	8.76
6370	1	16.1	62.8
6371	4	8.83	42.3
6372	2	1.08	9.96
6373	1	0.89	6.8
6374	1	1.18	6.8
6375	1	0.7	8.75
6376	2	6.67	36.62
6377	1	10.6	59.19
6378	1	3.69	17.8
6379	1	2.1	19.55
6380	1	7.1	34.8
6381	1	1.7	17.3
6382	1	2.2	13.8
6383	1	1.1	9.3
6384	2	1.0	19.3
6385	1	2.18	17.8
6386	1	1.34	7.8
6387	2	10.0	43.34
6388	3	1.23	7.8
6389	1	1.0	9.8
6390	1	14.1	63.35
6391	1	0.6	6.3
6392	1	0.89	9.36
6393	6	1.12	6.8
6394	5	1.18	10.5
6395	3	0.9	7.8
6396	2	0.6	7.8
6397	1	0.6	5.8
6398	1	2.0	14.16
6399	2	1.4	21.15
6400	6	1.84	12.36
6401	1	4.2	30.35
6402	1	2.7	16.3
6403	1	0.6	5.3
6404	1	0.63	4.8
6405	1	0.8	8.75
6406	3	0.6	5.3
6407	1	8.5	45.35
6408	1	14.4	96.65
6409	6	1.21	8.3
6410	1	5.91	26.8
6411	1	0.43	4.3
6412	1	1.15	13.56
6413	2	1.0	12.25
6414	5	1.83	16.62
6415	5	0.87	13.56
6416	1	3.5	19.55
6417	1	0.74	5.8
6418	1	2.26	19.3
6419	1	2.0	15.95
6420	1	0.4	12.95
6421	1	0.4	6.8
6422	5	0.98	8.16
6423	5	1.78	12.88
6424	1	1.79	16.62
6425	3	5.22	30.8
6426	1	0.9	6.8
6427	1	1.7	11.85
6428	1	12.3	64.79
6429	5	1.41	10.8
6430	1	1.14	8.8
6431	1	1.2	7.3
6432	1	6.4	28.3
6433	1	0.92	10.55
6434	1	1.3	7.8
6435	2	1.7	21.95
6436	1	0.7	8.5
6437	1	1.5	15.36
6438	1	0.98	15.8
6439	2	10.11	50.3
6440	1	2.3	15.35
6441	1	0.5	6.8
6442	1	1.46	11.3
6443	2	10.53	49.61
6444	1	20.4	58.34
6445	1	0.7	8.89
6446	1	1.3	11.16
6447	1	16.37	68.34
6448	6	0.82	7.8
6449	1	1.5	8.3
6450	6	1.58	11.76
6451	1	1.1	12.3
6452	2	0.4	5.3
6453	6	1.04	14.16
6454	2	1.8	11.16
6455	1	1.8	13.3
6456	1	0.18	4.8
6457	1	3.5	33.3
6458	1	2.6	16.8
6459	1	2.0	15.8
6460	1	2.6	16.56
6461	1	1.54	10.5
6462	1	16.23	102.56
6463	1	1.2	12.96
6464	5	2.71	19.3
6465	1	3.19	18.8
6466	1	1.6	10.55
6467	2	1.11	7.3
6468	2	1.2	9.8
6469	4	0.58	6.8
6470	1	2.65	13.8
6471	1	1.2	9.8
6472	2	1.0	10.55
6473	1	1.71	16.62
6474	2	1.46	17.29
6475	1	1.2	9.3
6476	1	1.4	8.15
6477	2	2.08	12.3
6478	5	1.34	9.3
6479	1	1.5	15.36
6480	1	1.13	21.96
6481	1	0.86	5.8
6482	5	2.73	18.05
6483	2	1.2	10.55
6484	1	1.04	15.0
6485	5	0.88	6.3
6486	1	1.73	15.3
6487	1	0.67	7.3
6488	1	0.2	4.3
6489	1	2.3	14.3
6490	1	0.5	6.0
6491	1	1.2	8.8
6492	1	0.6	7.55
6493	1	2.3	11.8
6494	1	0.6	6.3
6495	1	1.04	7.56
6496	2	1.79	18.5
6497	5	0.73	7.3
6498	1	0.61	7.3
6499	4	22.09	70.01
6500	2	4.62	25.56
6501	1	0.82	8.16
6502	2	3.79	32.76
6503	1	1.4	11.3
6504	1	1.7	12.96
6505	1	0.55	6.96
6506	1	0.5	9.75
6507	1	1.0	9.35
6508	1	3.48	20.76
6509	1	12.2	67.61
6510	1	1.4	8.8
6511	1	1.1	11.0
6512	1	2.49	15.8
6513	2	12.6	49.84
6514	1	2.37	14.16
6515	1	0.4	5.15
6516	6	2.82	23.16
6517	6	1.51	12.3
6518	1	0.9	6.8
6519	1	2.4	18.95
6520	5	1.91	26.0
